page_id,url,timestamp,content,content_length,source
security-services,https://www.tarc.edu.my/dsa/personal-safety/security-services/,2026-03-06T09:16:06.008233,"Security Services
TAR UMT is guarded by security personnel 24 hours. The roles of security guards are:
To protect persons and properties by developing measures to promote safety and security standard.
To prevent crime, maintain peace, resolves conflicts and promote good order.
To respond to the emergencies and provide assistance to departments, faculties, students and staff; also enhancing Campus' rules and regulations set by the Management.
To liaison with Police, compiling and initiate
internal
investigation on
security related
matters.
S
ecurity telephone number:
Campus
Telephone Number
KL Main Campus
011 1054 0154 or 03 4145 0250              Ext 3250 or Ext 7250
Penang Branch Campus
04-899 5230 ext 199
Perak Branch Campus
05-465 0040
Johor Branch Campus
07-927 0803 ext 225 / 218
Pahang Branch
09-573 8171 ext 106
Sabah Branch
088-718 431
Email: security@tarc.edu.my
Lost and Found
There is a lost and found service at the Department of Student Affairs. Any item found within the campus grounds will be submitted to the Department of Student Affairs. Students can approach the counter staff to check if their missing item has been found.
T
AR UMT GATES OPERATING HOURS
GATE
MONDAY-SATURDAY
SUNDAY
PUBLIC HOLIDAY
GATE 1 (Main Gate)
6.30am-10.00pm
7.15am-7.00pm
CLOSED
GATE 2 (CITC)
7.15am - 7.00pm                Saturday -Close at 4.30 pm
CLOSED
GATE 3 (Red Bricks)
7.00am-10.00pm
CLOSED
GATE 4(CECE)
6.30am-10.00pm
CLOSED
GATE 5 (Hostel)
6.45am-10.00pm
CLOSED
GATE 7 (EAST CAMPUS)
7.15am-10.00pm
7.15am-7.00pm
CLOSED
GATE 8 (East Campus to West Campus Access)
7.15am - 10.00pm                   Close at Saturday
CLOSED
Gate 9
7.00am-7.00pm (MON-FRI)
CLOSED
Effective: 22/06/2023
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",2203,tar-umt-website
services,https://www.tarc.edu.my/sau/services/,2026-03-06T09:16:06.008460,"Services
HOW WE CAN HELP YOU...
Services provided:
• Articulation and advanced standing for TAR UMT graduates.
• Counselling and enrolment for studies overseas.
• Overseas universities’ brochures and handbooks available for reference
• Information and application of scholarships
• Advice on application procedures
• English language requirements information
• Advice on Student Visa application
• Accommodation arrangements
• Booking and arrangement of flights
• Pre-departure briefings
Contact Us
CENTRE FOR CONTINUING AND PROFESSIONAL EDUCATION
TUNKU ABDUL RAHMAN UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
JALAN GENTING KELANG
SETAPAK
53300 KUALA LUMPUR
TELEPHONE: +603-4145 0170 / (6)011-1075 8530
FAX: 603-41423166
EMAIL : cpe@tarc.edu.my
OPENING HOURS
8.30am - 5.30pm
 (Monday - Friday)
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT
©
2026
All Rights Reserved
Disclaimer
and
Privacy Policy",971,tar-umt-website
society-club,https://www.tarc.edu.my/dsa/a/society-club/society-club/,2026-03-06T09:16:06.008808,"Societies/Clubs
Societies/Clubs are classified under academic and non-academic. Academic societies are open only for students of the same programme while the non-academic societies/clubs are open to all registered students.
KL Main Campus
Academic Societies
Non-Academic Societies/Clubs
Faculty of Applied Sciences
Chemistry and Biology Society
Food Science Society
Sport and Exercise Science Society
Faculty of Computing and Information Technology
Computer Science Society
Computer Networks and Security Society
Faculty of Accountancy, Finance and Business
Accounting Society
Banking & Finance Society
Business Administration Society
Corporate Administration Society
Economics – FAFB Society
Finance and Investment Society
Human Resource Society
International Business Society
Logistics & Supply Chain Management Society
Marketing Society
TAR UMT-ACCA
TAR UMT-CIMA
Faculty of Engineering
Electrical and Electronic Engineering Society
Materials Engineering Society
Mechanical Engineering Society
Mechatronics Society
Faculty of Built Environment
Architecture Society
Building Technology Society
Quantity Surveying Society
Real Estate Society
Faculty of Communication and Creative Industries
Creative Arts Society
Mass Communication Society
Faculty of Social Science and Humanities
Early Childhood Education Society
Hospitality and Tourism Society
Psychology Society
Centre for Pre-University Studies
Economics Society
Science and Mathematics Society
Army Reserve Unit (Wataniah)
Athletic Club
Astronomical Society
Badminton Club
Basketball Club
Buddhist Society
Bursa Young Investor Club
Career Guidance Society
Catholic Society
Chess Club
Chinese Language Society
Chinese Orchestra
Choir Society
Christian Fellowship
Community Service Action Society
Community Sociology Advisory Group
Dancing Society
Debate Club
Dodgeball Club
Enactus
English Language Society
Fencing Club
First Aid Unit
Football Club
Green Society
Hostel Society
TAR UMT IMM Student Chapter (Institute of Materials, Malaysia)
Indian Cultural Society
Interactive Gaming Society
International Student Society
Japanese Language Society
Karate-Do Society
Kendo Club
Korean Language Society
Kung Fu Recreational Club
Leo Club
Lion & Dragon Dance Society
Maker's Club
Music Society
Netball Club
Orchestra
Peer Support Society
Photography Society
Physical Fitness Society
Red Bricks Song Composition Society
Sabah Sarawak Students Society
Softball Club
Squash Club
Student Sports Committee
Swimming Club
Table Tennis Club
Taekwondo Club
Tennis Club
Theatre Club
Toastmasters Club
Volleyball Club
Water Polo Club
Weiqi Club
Young Entrepreneur Society
Contact Information
Please email us for any enquiries
:
dsa@tarc.edu.my
or contact Person-In-Charge:
Mr
Nyia See Thai / Mr Tengku Mohammad Ottheman Shah
Tel: 03-41450123 ext 3455
Room A016, Department of Student Affairs
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",3384,tar-umt-website
sports-facilities,https://www.tarc.edu.my/dsa/a/sports-facilities/sports-facilities/,2026-03-06T09:16:06.009014,"Sports Facilities
We strive to provide a holistic learning experience, recognising that participation in sports and recreational activities is essential to university education. TAR UMT offers a wide range of sports and recreational facilities to promote the health, well-being, and sustainability of students on campus while they pursue their studies.
1) SKYFIELD ARENA
- Running track
(6.30am - 10.00pm)
- Football field
(8.00am - 7.00pm)
- 1 Futsal court
(8.00am - 10.00pm)
- 4 Pickleball courts
(8.00am - 10.00pm)
-
Table tennis courts
(coming soon!)
-
Gymnasium
(coming soon!)
Opening Hours:
Closed on Public Holidays except Running Track
2) SPORTS COMPLEX
- 3 Tennis courts
(Roof top)
- 12 Pickleball courts
(Roof top)
- 9 Badminton courts
(Ground floor)
- Gymnasium
(1st floor)
Opening Hours:
9.00am to 9.00pm (Mon-Fri)
9.00am to 12.00noon, 3.00pm to 7.00pm (Sat)
3.00pm to 7.00pm (Sun)
Closed on Public Holidays
3) CLUBHOUSE
- Olympic-sized swimming pool
- 2 Squash courts
- 1 Snooker table
- Gymnasium
- Martial arts training ground.
Opening Hours:
9.00am to 9.00pm (Mon-Fri)
9.00am to 12.00noon, 3.00pm to 7.00pm (Sat)
3.00pm to 7.00pm (Sun)
Closed on Public Holidays
4) OUTDOOR FACILITIES
- 2 Basketball courts
- 3x3 Basketball
(coming soon!)
- 1 Netball court
- 2 Volleyball courts
- Outdoor gymnasium
Opening Hours:
9.00am to 10.00pm (Mon-Fri)
9.00am to 7.00pm (Sat-Sun)
Closed on Public Holidays
Click here:
Rules & Regulations for The Use of Sports Facilities
Click here:
Rules & Regulations for The Use of Skyfield Arena
Click here:
Rules & Regulations for The Use of Swimming Pool
Click here:
Sports Facilities Rates
Contact Us
Please email us for any enquiries:
dsa@tarc.edu.my
or contact Person-in-Charge:
Mr. Gary Luke Tel: 03-41450123 ext: 3570
Room UA003, Sports Complex
Mr. Syed Akma Tel: 03-41450123 ext: 3356
Room U002(A), Club House
Mr. Ko Chun Shong Tel: 03-41450123 ext: 3319
Room A012, Bangunan Tan Sri Khaw Kai Boh, Department of Student Affairs
More
Johor Branch Campus
Sabah Branch
Pahang Branch
Penang Branch Campus
Perak Branch Campus
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",2576,tar-umt-website
sportsfacilities,https://www.tarc.edu.my/taruc-alumni/sportsfacilities/,2026-03-06T09:16:06.009222,"Sports Facilities
As a graduate of TAR UMT, you are now part of a distinguished and ever-growing alumni network of over 320,000 TARCians. This lifelong affiliation connects you to the esteemed TARCian family, and with your personalized digital Alumni Access Card, you can continue to enjoy access to the University facilities and amenities available at all TAR UMT campuses.
Here’s an overview of the sports facilities available at each campus:
Kuala Lumpur Campus
:
Sports Facilities
Pahang Branch:
Sports Facilities
Johor Branch:
Sports Complex
Perak Branch:
Sports Facilities
Penang Branch
:
Sports Facilities
Sabah Branch
:
Sports Facilities
Contact Us
DEPARTMENT OF ALUMNI RELATIONS
TUNKU ABDUL RAHMAN UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
JALAN GENTING KELANG
SETAPAK
53300 KUALA LUMPUR
TELEPHONE: 603-4145 0100/ 0123 Ext no. 3456
EMAIL : alumni@tarc.edu.my
OPENING HOURS
8.30am - 5.30pm
 (Monday - Friday)
Map to TAR UMT
General Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT
©
2026
All Rights Reserved
Disclaimer
and
Privacy Policy",1083,tar-umt-website
src,https://www.tarc.edu.my/dsa/src/,2026-03-06T09:16:06.156083,"SRC
The Student Representative Council (SRC) is an elected student body with representatives from all Faculties. The SRC acts as a link between the University management and students on students’ welfare, facilities and services. The SRC develops student leaders through exposure to real-life experiences and equips them with leadership skills. It creates a more vibrant student life for students. It relays important messages from the University administration to enhance students’ learning experience on campus. The SRC regulations can be found
here
.
The Functions of the SRC:
To foster a spirit of corporate life among the students of the University;
To organise and supervise, subject to the direction of the President, student welfare facilities and activities in the University;
To make representations to the President on all matters connected with the living and working conditions of the students of the University;
To be represented on any body which may, in accordance with the rules made by the Board of Governors for the purpose, be appointed to undertake student welfare activities in the University; and
To undertake such other activities as may be determined by the Senior Management Committee of the University from time to time.
Election
The SRC are elected by students through elections held annually in the month of March/April. The elected SRC shall hold office for one academic year.
Contact Us
KL Main Campus:
Student Representative Council Office
A013B, Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Kuala Lumpur Main Campus
Jalan Genting Kelang
53300 Kuala Lumpur
Tel: 03-4145 0123 ext 3395
Email:
src@tarc.edu.my
Student Representative Council
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",2176,tar-umt-website
student-dress-code,https://www.tarc.edu.my/dsa/student-dress-code/,2026-03-06T09:16:06.633637,"Student Dress Code
Students should dress appropriately and should conform to the following guidelines:
Within Campus Grounds Except for Games and Co-curricular Courses
(a) Students should wear collared shirts/T-shirt with sleeves and pants/jeans/skirt. No torn attire is allowed, especially jeans.
(b) Shirts (except Hawaiian-style shirt) should be tucked in.
(c) Shorts are not allowed.
(d) Female students should dress appropriately and not wear clothes which are too revealing.
Mini skirts/dresses, high slits or low necklines, ‘bare back’ apparel and exposed midriff and spaghetti-straps or see-through blouses are not allowed.
(e) Proper footwear, shoes/sandals should be worn. Japanese slippers are not allowed.
For Games/Co-curricular Classes
(a) Proper sports attire (T-shirts, shorts/track bottom and sports shoes) should be worn.
Wearing of Student ID Card
All students
MUST WEAR
their TAR UMT STUDENT ID CARD at all times while in the campus. Students without their ID cards are required to register at the Campus Main Entrance Guard House and would have their status verified before being allowed in.
Other Regulations
Non-Smoking/Vaping Campus
TAR UMT Campus is a non-smoking/vaping zone.
Discipline
Disciplinary actions will be taken against students for flouting any rules and regulations.
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy
[EXTRACTED FROM IMAGES]
Student Dress Code
DRESS
How You Want
To Be
ADDRESSED
©&®
Q® L ee
ee er
‘spaghettl straps or singlets
©
Any shorts or skitts that shows the thighs
Tops with sleeve
OL
‘Any pants or skirts that covers the thighs
_ @® @D@) (AR) & @
: a
shoes or sandals wth straps s ka ETA UMT
Slippers
Sa) AS
mw
NO SMOKING
NO VAPING",2151,tar-umt-website
student-placement-day,https://www.tarc.edu.my/sau/student-placement-day/,2026-03-06T09:16:06.633973,"SPD
The Study Abroad Unit annual Student Placement Day is an overseas education fair on campus, providing opportunities for TAR UMT students to gain first hand information on pathways to study overseas. We will have partner institutions from overseas destination such as UK, Australia, Ireland and partner agencies offering Bachelor Degree as well as postgraduate programmes across different field of studies!
CLICK HERE FOR OUR LATEST STUDENT PLACEMENT DAY DATES!!!
If you have any enquiries, you may contact us at
ADD     : Study Abroad Unit, Level 1, Bangunan Chong Yean Seong (SA Block), East Campus
TEL      : 03-4145 0123 (Ext 3571 Mr Tay / Ext 3515 Ms Tan)
MOBILE: +6011-1075 8530
EMAIL  :
sau.cpe@tarc.edu.my
We look forward to see you there!
Contact Us
CENTRE FOR CONTINUING AND PROFESSIONAL EDUCATION
TUNKU ABDUL RAHMAN UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
JALAN GENTING KELANG
SETAPAK
53300 KUALA LUMPUR
TELEPHONE: +603-4145 0170 / (6)011-1075 8530
FAX: 603-41423166
EMAIL : cpe@tarc.edu.my
OPENING HOURS
8.30am - 5.30pm
 (Monday - Friday)
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT
©
2026
All Rights Reserved
Disclaimer
and
Privacy Policy",1234,tar-umt-website
student-testimonials,https://www.tarc.edu.my/cou/student-testimonials/,2026-03-06T09:16:07.258749,"Student Testimonials
Coventry University, UK
Lee Xuen
Going abroad for studies has always been my dream and probably one of the most important life-changing decisions I have made. By studying abroad, I learned about new perspectives and developed cross-cultural awareness.
My new learning journey began on 27 May 2018. I was nervous and excited as this was my first time leaving my family to a country that I have never been before, for three months.
As UK is an English speaking country, and therefore, studying at Coventry University has helped me to improve my English Language skills tremendously, especially my communication skill.
During my study in Coventry University, I felt grateful that I have met a group of lecturers who have guided and assisted me well in my studies, and a group of new friends who have accompanied me in facing the new challenges in the UK. I believe that the amazing study abroad experience has turned me into a better person. The time that I had spent in Coventry University will never be forgotten in my life.
Roselyn Chua Song Hui
In summer 2018, I was given an opportunity to study abroad in the UK. It was an exciting experience. During my study in Coventry, I learned a lot by experiencing the British cultures, and visited different places in the UK and Europe.
I experienced different style of teaching in Coventry University, such as we were given more opportunity to speak out and to present our ideas. The style of teaching encouraged student to be more independent and proactive in learning. In my opinion, these teaching method has improved my communication and public speaking skills.
Infrastructures of Coventry University were well equipped. For example, access to the gym, 24-hour library, the Centre of Academic Writing, librarian services, online database, etc. I love the balance between social life and academics that Coventry University has provided, such as organising a short gateway to places like Stratford, Warwick Castle, Liverpool, Blackpool, and Brighton. Last but not least, the Internationalisation Team of Coventry University was very helpful. They assisted us with the on-the-ground supports, such as accommodation, airport transfer, ground transportation etc.
Despite having culture shock, and the feeling of homesick, I had an amazing time in Coventry University. Studying abroad can be overwhelming, but the challenges you overcome can help you become a more mature person.
Nicholas Kuan
The decision to join the Coventry University Study Abroad Programme was the best decision I have ever made in my life. The experience of studying abroad in a different culture allows me to expand my worldview. The lecturers who taught me were friendly and dedicated. The people that I have met in Coventry were great as they always helped me in various ways during my stay. A re-visit to Coventry in future is a must.
Shahrul Ariffin
Studying abroad enriched my university experience. By experiencing different cultures, it broadens my world views. Besides, Coventry University’s infrastructures were well equipped, such as 24 hours’ library and big sports center. All classes were conducted with effective interactive techniques that allow all students to participate. This method of teaching gives students practice in developing critical-thinking skills which will be the most valuable in the future of work
Leong Shui Xin
Studying abroad enhanced my global skills and networking experience which were vital for employability and success. By studying abroad, change and living in a foreign culture could be overwhelming at times, but these changes can put into motion significant personal growth. During my days in Coventry, we are required to group into a team for weekly tasks. But to achieve a good study-life balance, we often organized outdoor trips. Being an international student can be an extremely exciting adventure and it is a great way to experience with a different culture allows you to expand your worldview.
Rene Lai
I’ve always wanted to study abroad ever since I was young and applying to Coventry University allowed that to happen.
Travelling abroad and studying abroad are different. During my time in Coventry, I experienced a different culture which I will never be able to experience here in Malaysia. For example, fitting into groups full of strangers for group work was challenging, but it was a great experience, and I enjoyed it. I met friends from all over the world, such as Poland, France, Romania, India, Lithuania, and I met my lifelong friends. The time spent in Coventry was precious, things ended but memories last forever.
Studying abroad also allowed me to travel around the UK and Eastern Europe with my friends. I am surprised that the transportation fares were cheaper than expected, and this gave chances for me to travel to more places. It was a fun and unforgettable experience.
Edinburgh Napier University, UK
Lim Teck Yu
Coming to Napier was the best decision I have ever made. It was a beautiful city where everyone would enjoy staying. The academic staff not only care about the students in term of the students’ studies but also always ready to help out if you have any troubles during your stay in Napier. Studying abroad was beyond affecting career or educational direction, as you immerse yourself in another culture, you develop valuable life skills needed for personal growth, including independence and adaptability. Besides, studying abroad created the opportunity to meet new lifelong friends from different backgrounds. I cherished every moment of my stay in Napier.
International Management Institute, Switzerland
Joan Loo Kit Yee
I was the first batch of students who undertook the dual award programme that TAR UMT has with IMI Switzerland. Through this opportunity, my international connection has been broadened; I was able to meet people that could turn into life-long friends.
The IMI campus was situated on the shores of Lake Luzern with spectacular views over the Alps and the Mountains of Rigi and Pilatus. It was not as difficult as I thought to travel around Switzerland, a regular bus service was there to ease the travels. Besides, the biggest privilege of being a student, is that you could enjoy concession price for all tickets!
As the number of students in a class was small, thus delivering a highly personalised educational experience. All Classes in IMI were conducted well with effective interactive teaching method. Queries that raised in the class were also well attended by the lecturers.
Being in a foreign country forces individuals to exercise their independence and act on their curiosities. If you want to discover yourself and explore new cultures at the same time, there is no better way to do so than to place yourself in a foreign environment for an extended period of time.
Wong Jia Hang
It was a decision that I hesitated at first, but it was a decision I never regretted. IMI has given me an international experience that is valuable to my future.
In the light of the COVID-19 pandemic, Switzerland went into lockdown during my stay in IMI. This lockdown has affected all the international students in many ways. Given the trying circumstances, I am satisfied with how IMI have responded to help all the international students, and making this transition memorable.
Au Yong Yin Yi
My experience at IMI was unforgettable, especially the classes conducted was fun! For example, interesting group activities were held during the lesson to forge new understanding and better recall the content of the materials taught in the class.
During my stay at IMI, travel restrictions were implemented due to the on-going COVID-19 pandemic, and therefore, I yet to have many opportunities for sightseeing in Switzerland. However, I still have a good time here.
I am glad that the ground arrangements by IMI for international students were well handled. Even the tips and guidance given on certain matters such as places to shop for grocery were clearly directed. Away from home could be tough, but you will never regret it.
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy
[EXTRACTED FROM IMAGES]
&)",8168,tar-umt-website
students-insurance-scheme,https://www.tarc.edu.my/dsa/students-insurance-scheme/,2026-03-06T09:16:07.259544,"Student's Insurance Scheme
A
Student's Personal Accident Insurance Scheme
covers all students of TAR UMT. The policy provides coverage for accidents, subject to the payment of the insurance premium by each student. The procedures for submitting insurance claims for non-fatal and fatal accidents are as follows:
NON FATAL ACCIDENT
Students who are injured while participating in games or sports, or who suffer injuries from insect or animal bites (e.g., dengue fever, dog bites, etc.), may seek medical treatment at a clinic or hospital. They should pay the bill and keep all original receipts. To submit a claim, students must complete the Insurance Claim Form (
click here
) , E-Payment form (
click here
)
and submit other supporting documents to DSA.
The supporting documents as follows:-
Original Medical Bills
Original Receipts
Original Credit Card Payment Receipts
Photocopy of Student's NRIC
Photocopy of Student ID
X-ray Report
(if any)
Bank Account Slip
Self Explanatory Letter
Police Report
(if road accident injury)
The student is required to submit the insurance claim application within 60 days from the date of the accident.
For more details, please refer to DSA.
FATAL ACCIDENT
The parent (s) of the deceased student shall inform DSA. Please submit the completed Insurance Claim Form (
click here
) , E-Payment form (
click here
), and attach certified true copies of the following documents::
1. Death Certificate
2. Burial Permit
3. Deceased Student’s NRIC, Birth Certificate and Student ID
4. Police Report
5. Post Mortem Report
6. Parents’ NRIC (both sides on one page)
7. Photocopy Bills of All Funeral Expenses (RM 5,000.00 or below)
CONTACT US
KL Campus:
Department of Student Affairs (Room A005)
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Kuala Lumpur Campus
Jalan Genting Kelang
53300 Kuala Lumpur
Ms Ng Poh Yin
Tel: 03-41450123 ext 3398
dsa@tarc.edu.my
Penang Branch:
Student Affairs Office
Ms Ng Yi Jiuan
Tel:04-8995230 ext 181
penang@tarc.edu.my
Perak Branch:
Student Affairs Office
Ms Tan Siew Siew
Tel:05-4660388, 4668012/3 ext 118
perak@tarc.edu.my
Johor Branch:
Student Affairs Office
Ms Lee Chai Ling
Tel:07-9270801/3 ext 122
johor@tarc.edu.my
Pahang Branch:
Student Affairs Office
Ms Wee Chew Yee
Tel:09-5738171 ext 109
pahang@tarc.edu.my
Sabah Branch:
Student Affairs Office
Mr Harold S. Linggu
Tel:088-718481/2 ext 203
sabah@tarc.edu.my
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",2881,tar-umt-website
study-loans,https://www.tarc.edu.my/dsa/financial-aid/study-loans/,2026-03-06T09:16:07.353043,"Study Loans
A. TAR UMT Student Loan Fund
Application Info
[Fdn, Dip & Deg]
(Open in June 2026)
Application Info
[Postgrad]
List of Donor Loans
FAQ on Loan Repayment
B. Externally Administered Study Loans
Penang State Loan
(Application Closed)
Perak State Loan
(Application Closed)
Selangor State Loan
(Application Closed)
MARA Tertiary Education Sponsorship Programme (TESP)
(
Application Closed)
PPBU Yayasan Bank Rakyat
[Interest-Free for Diploma & Degree Studies]
KOJADI Study Loan
Chang Ming Thien Foundation Study Loan
[Degree & Postgraduate Studies] (Open in Aug 2026)
ECM Libra Foundation Study Loan
Kuok Foundation Undergraduate Awards
[Degree]
(
Application Closed)
Malaysian Community & Education Foundation (MCEF) Study Loan
[Diploma & Degree Programmes]
More
Financial Aid
Freshmen Guide
Scholarships / Grants
Study Loans
PTPTN
FAQ
Contact Us
A. TAR UMT Student Loan Fund
Application Info
[Fdn, Dip & Deg]
(Open in June 2026)
Application Info
[Postgrad]
List of Donor Loans
FAQ on Loan Repayment
B. Externally Administered Study Loans
Penang State Loan
(Application Closed)
Perak State Loan
(Application Closed)
Selangor State Loan
(Application Closed)
MARA Tertiary Education Sponsorship Programme (TESP)
(
Application Closed)
PPBU Yayasan Bank Rakyat
[Interest-Free for Diploma & Degree Studies]
KOJADI Study Loan
Chang Ming Thien Foundation Study Loan
[Degree & Postgraduate Studies] (Open in Aug 2026)
ECM Libra Foundation Study Loan
Kuok Foundation Undergraduate Awards
[Degree]
(
Application Closed)
Malaysian Community & Education Foundation (MCEF) Study Loan
[Diploma & Degree Programmes]
More
Financial Aid
Freshmen Guide
Scholarships / Grants
Study Loans
PTPTN
FAQ
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",2194,tar-umt-website
tar-umt-dual-award-programmes,https://www.tarc.edu.my/admissions/programmes/general-academic-progression/tar-umt-dual-award-programmes/,2026-03-06T09:16:07.353405,"General Academic Progression
TAR UMT Dual Award Programmes
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",135,tar-umt-website
